"Nom","Identifiant","Type","Sous-type","Sous-type","Commune","Code postal","Code INSEE","Département","Région","Latitude","Longitude","Site internet","Créateur","Mise à jour","Mise à jour DATAtourisme"
"Mercure Paris 9ème Pigalle Sacré-Cœur","b0b2fad9-c77e-ba8f-6a51-501ba07d9e23","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.88238","2.3365123","http://www.accorhotels.com/gb/hotel-A025-mercure-paris-pigalle-sacre-coeur/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"AC Hotel Paris Porte Maillot","90f745a3-37ff-9e81-6a5a-539076d34369","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.88225","2.2818787","http://www.achotelparismaillot.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Le Konfidentiel","32d70d8b-2caa-5dcb-b927-501ba0b0a6d5","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.86127","2.3426313","http://www.konfidentiel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Atlantic Hôtel","a1357f51-e3e1-6396-0475-501ba0e0dce9","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87815","2.326389","http://www.atlantic-hotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Ibis Paris Bastille Opéra","3dd8db3b-2eb9-7487-59f0-501ba0d4aad7","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.8575","2.3728788","http://www.ibis.com/fr/hotel-1399-ibis-paris-bastille-opera-11eme/index.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Best Western Hôtel Littéraire Arthur Rimbaud","33d4de85-2561-0b24-faf2-501ba0944c9b","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.870983","2.3557615","https://www.hotel-litteraire-arthur-rimbaud.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Molière","19839fd6-3742-05e2-5200-501ba08741ae","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.865444","2.3362126","http://www.hotel-moliere.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Mandarin Oriental, Paris","cd34031b-4793-cd91-d7be-501b9f438ed0","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.867054","2.327223","https://www.mandarinoriental.com/fr/paris/place-vendome","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"The Originals boutique, Hôtel Maison Montmartre, Paris","dfb254a0-cbe1-77ca-66d4-58fe08cb9ab0","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.900486","2.3362236","https://www.theoriginalshotels.com/hotels/paris-maison-montmartre","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Avalon Hotel Paris Gare du Nord","88dfd8ca-1779-76ac-1023-501b9f48b851","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.881016","2.3515756","https://www.avalonparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel des Carmes","b9a8c11c-7704-558f-15a8-501ba0009491","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.84918","2.347704","http://www.hoteldescarmesparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Grand Pigalle Hotel","780db6e5-b66c-9fb5-80a7-550849c33bd4","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.880856","2.3375556","https://www.grandpigalle.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Londres Saint Honoré","2d72c2af-183d-9d9f-6053-501ba09c277d","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.865093","2.331946","http://www.hotellondressthonore-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Idéal Hôtel Design","c17109ea-2928-170f-c86e-501ba0625200","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.823303","2.326097","http://www.idealhotel.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Auberge de jeunesse MIJE Fauconnier","ead198cd-9837-1eb4-d46f-501b9fa252a8","Lieu","Hébergement","Hébergement collectif","Paris","75004","75056","Paris","Île-de-France","48.854023","2.3596802","https://www.mije.com/auberge-jeunesse-paris/fauconnier","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Grand Hôtel Français","2a369617-d3a9-f840-5c88-501ba09701c2","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.851635","2.390808","http://www.grand-hotel-francais.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Kube Paris – Machefert Group","c0b5e9f0-3331-4800-2fb2-501b9f178217","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.886667","2.3595145","https://www.kubehotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Cordélia","a761edeb-8e15-c067-3373-501ba0f6d8d6","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.87318","2.3252976","http://www.cordelia-paris-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Parc Saint-Séverin","f193a267-69a6-7e67-8bdf-501b9fb45e83","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.85184","2.344808","https://www.esprit-de-france.com/fr/hotels/hotel-parc-saint-severin","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Elixir","22a6a4fa-5e1b-33ac-ac3a-501ba0b5409a","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.85843","2.3465042","http://www.hotelelixir.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel Arcadie Montparnasse","d29ab5a5-5479-72bc-b922-501ba0b0ab66","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.838947","2.3225768","http://www.hotelarcadie.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Amiral Hôtel","ec3bca87-ed7f-b291-b895-501b9f6f761e","Lieu","Hébergement","Hôtellerie","Paris","75013","75056","Paris","Île-de-France","48.825314","2.3572335","https://www.amiralhotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Plaza Élysées","b73260b6-1c73-074c-acee-501b9f1b5717","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.874687","2.3058329","https://www.plazaelysees.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Novotel Paris Les Halles","e4fd4d9e-5e6f-5091-8379-501b9fa914f7","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.860767","2.3465319","http://www.novotelparisleshalles.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Saint James Paris","5d825bba-9bb1-81ff-a49b-501ba0f98f8a","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.870617","2.2796402","http://www.saint-james-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Auteuil Tour Eiffel","869731e7-bb73-c2fe-6bdc-501b9f4239c3","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.85064","2.2752948","https://www.hotel-auteuil-toureiffel-paris.co/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Parister","3f9fad20-d5d5-11e7-8082-0050569a22ea","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.875366","2.344379","https://www.hotelparister.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Star Champs-Élysées","dfb0b720-7e7f-b6cc-1bd4-501b9fd39e7b","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.877148","2.2936482","https://www.arcotel-starchampelysees.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Citadines Bastille Marais Paris","6136a9d2-0dfe-e614-86cc-501ba0db1355","Lieu","Hébergement","Hébergement collectif","Paris","75011","75056","Paris","Île-de-France","48.858116","2.370883","https://www.discoverasr.com/fr/citadines/france/citadines-bastille-marais-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Kyriad Paris XVIII - Porte de Clignancourt - Montmartre","d36c455c-37b9-669b-1620-56f5601992d5","Lieu","Hébergement","Hôtellerie","Paris","75018","75056","Paris","Île-de-France","48.897007","2.345511","https://paris-clignancourt-montmartre.kyriad.com/fr-fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"La Maison Champs-Élysées","95e37c8a-d882-1e8f-3537-501ba0da8dbc","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.86666","2.3090131","https://lamaisonchampselysees.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Molitor, MGallery Hotel Collection","817de5bd-9146-d2ae-8216-50d04a3469e8","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.844982","2.252643","https://www.molitorparis.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Le Citizen Hotel","3436ff8e-6ad5-6097-6262-501ba0cf8cbf","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.873226","2.3643513","https://lecitizenhotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Hôtel La Tamise","1fac5ad2-e181-b67e-c23b-501ba0eeb01a","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.864895","2.3295748","https://www.esprit-de-france.com/fr/hotels/hotel-la-tamise","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Villa Royale Montsouris - Machefert Group","aa1984e3-b491-624f-e7eb-501b9fbcc600","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.8234765","2.3306974","https://www.villa-royale-montsouris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Libertel Gare de l'Est Français","73f2ad37-ddae-3a54-75de-501ba06e06a2","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.87625","2.3569858","http://www.libertel-gare-de-lest-francais.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Citadines Opéra Paris","566080c6-415c-00a5-ea33-501ba0f09aba","Lieu","Hébergement","Hébergement collectif","Paris","75002","75056","Paris","Île-de-France","48.87136","2.3383026","https://www.discoverasr.com/fr/citadines/france/citadines-opera-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Pacific Hôtel","84a730c2-27ce-4bbb-322e-501ba063be4b","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.848686","2.2919126","https://www.pacific-hotel-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Sezz Paris","66683efe-1cd6-f47c-38ca-501ba0d35e9c","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.870533","2.3263907","http://paris.hotelsezz.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"InterContinental Paris Le Grand","d34d3ff3-a854-c337-9e98-501b9f37c389","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.870586","2.3310475","http://www.intercontinental.com/parislegrand","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Astra Opéra","7dfb07dc-90b1-a426-1c15-501b9f84aac3","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.871807","2.3280702","https://www.astotel.com/hotel/astra-opera/overview","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Maison Eugénie - Machefert Group","b6f53c72-435d-620a-f08a-501b9f7a1a9a","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.8873305","2.3141626","https://maison-eugenie-paris.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Hôtel Paris Louis Blanc","936c0171-f8b5-157d-df9c-501b9f2f001e","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.88107","2.3653927","http://www.hotel-paris-louis-blanc.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"One by the Five","283c7721-0294-7bb7-e528-501ba078c799","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.837807","2.3463907","http://onebythefive.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"The Chess Hotel","45b90e5e-8a84-57d2-1ff4-501ba00eb81d","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87166","2.3349893","https://www.thechesshotel.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Hôtel Bourg Tibourg","7b24301c-189f-f703-1d8a-501ba0666a03","Lieu","Hébergement","Hôtellerie","Paris","75004","75056","Paris","Île-de-France","48.85723","2.3559334","https://bourgtibourg.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"L'Hôtel","48c6551a-88ee-77b7-8be3-501ba009e472","Lieu","Hébergement","Hôtellerie","Paris","75006","75056","Paris","Île-de-France","48.85636","2.335241","http://www.l-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"L’Echiquier Paris MGallery Collection","3d29dc62-7b88-67e0-efb2-501ba0ddd887","Lieu","Hébergement","Hôtellerie","Paris","75010","75056","Paris","Île-de-France","48.87187","2.3492603","https://all.accor.com/hotel/9375/index.fr.shtml","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Atala Champs-Élysées","253fc41c-e84f-e46f-549c-501ba0368ad6","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.873394","2.3023152","http://www.sonder.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Maison Athénée","7771b107-ae66-2c4f-f732-501ba0d981a5","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87143","2.3280244","http://www.maisonathenee.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Citadines Trocadéro Paris","488a5fca-2cda-2595-4729-501ba07e1aac","Lieu","Hébergement","Hébergement collectif","Paris","75116","75056","Paris","Île-de-France","48.866306","2.285578","https://www.discoverasr.com/fr/citadines/france/citadines-trocadero-paris","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Normandy Le Chantier - Machefert Group","9dc675d5-1eff-6541-bee3-501b9faf83e4","Lieu","Hébergement","Hôtellerie","Paris","75001","75056","Paris","Île-de-France","48.8640078","2.3340866","https://www.hotel-normandy.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel du Printemps","a78c45a8-05ea-bf0e-e534-501ba0fb4690","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.8460331","2.40184115","http://www.hotel-paris-printemps.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Citadines Montparnasse Paris","755383dc-ca35-9c1f-9477-501ba088139f","Lieu","Hébergement","Hébergement collectif","Paris","75014","75056","Paris","Île-de-France","48.839256","2.3226054","https://www.discoverasr.com/fr/citadines/france/citadines-maine-montparnasse-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Vaneau Saint-Germain","37fe0dd5-27ee-501b-a8be-501ba0beb46e","Lieu","Hébergement","Hôtellerie","Paris","75007","75056","Paris","Île-de-France","48.8486","2.3203695","http://www.vaneausaintgermain.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Les Théâtres","ef488e12-7b3a-a770-28b9-501b9fb3188b","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.86955","2.3516128","https://www.hotellestheatres.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.176Z"
"Hôtel Abbatial Saint-Germain","97e2a62f-60bf-2594-dc49-501ba09d94e2","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.84974","2.350646","http://hotelabbatial.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Kopster Porte de Versailles","91ec345b-970c-b04b-d59e-501b9fe9e6fb","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.8155622","2.2242191","https://www.kopsterhotels.com/paris-porte-de-versailles","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Novotel Paris 17","c0440a4c-e166-05d1-85c1-501b9fe1e62e","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.891983","2.3022625","https://www.accorhotels.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Le Monna Lisa","3fd5b651-83b5-d57c-71ba-501ba06c600d","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.871494","2.3077352","http://www.hotelmonnalisa.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Prince de Galles, A Luxury Collection Hotel","61ab0afc-8d50-e1e5-9021-501b9fedaab3","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.869144","2.300658","https://www.marriott.fr/hotels/travel/parlc-prince-de-galles-a-luxury-collection-hotel-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Académie - Saint-Germain","29bdc7eb-4b46-05fe-7a44-501ba0d2acaf","Lieu","Hébergement","Hôtellerie","Paris","75007","75056","Paris","Île-de-France","48.855247","2.3307097","http://www.academiehotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Hôtel Pavillon Monceau","bdc4acec-c6bb-33ce-b657-501ba0555610","Lieu","Hébergement","Hôtellerie","Paris","75017","75056","Paris","Île-de-France","48.88533","2.307901","http://www.pavillon-monceau.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.173Z"
"Best Western Bretagne Montparnasse","ca6cb53a-53d8-874a-4988-501b9feb0588","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.835464","2.3210826","https://www.bestwestern.fr/fr/hotel-paris-14eme-Best-Western-Bretagne-Montparnasse-93307","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Pullman Paris Tour Eiffel","8ec10677-edfe-dd15-56c2-501b9f2e5b97","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.855648","2.2928584","https://www.pullmanparistoureiffel.fr/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Design Sorbonne","7de07148-6fcb-33b4-3c40-501ba0af04cc","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.848152","2.3425472","https://www.hotelsorbonne.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Maison FL Paris","6f88dbaf-b2dc-29a3-992a-501ba033fb4c","Lieu","Hébergement","Hôtellerie","Paris","75016","75056","Paris","Île-de-France","48.85882","2.2841108","http://www.maisonfl.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Grand Hôtel Doré","ee48a4c6-4c66-e8a4-a6fd-501ba0978c0a","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.839134","2.3974516","http://www.grand-hotel-dore.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Les Jardins du Marais","e688bb18-3a0f-e064-184b-501b9f3fd452","Lieu","Hébergement","Hôtellerie","Paris","75011","75056","Paris","Île-de-France","48.86052","2.3680134","http://www.lesjardinsdumarais.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel San Régis","9457a87f-41fc-4911-bf93-501ba0174a5a","Lieu","Hébergement","Hôtellerie","Paris","75008","75056","Paris","Île-de-France","48.866478","2.3085053","https://www.hotel-sanregis.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.171Z"
"Mercure Paris Opéra Louvre","a2b6e54b-6e94-694b-96c2-501b9f99bbe8","Lieu","Hébergement","Hôtellerie","Paris","75002","75056","Paris","Île-de-France","48.871113","2.3394601","https://mercure.accorhotels.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel Henriette","bfb1d0da-7d88-8203-1104-501ba0294403","Lieu","Hébergement","Hôtellerie","Paris","75013","75056","Paris","Île-de-France","48.835773","2.3513174","http://www.hotelhenriette.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Adagio Paris Bercy Village","6d70eeec-d46e-fb77-cc86-501ba0b24739","Lieu","Hébergement","Hébergement collectif","Paris","75012","75056","Paris","Île-de-France","48.832115","2.38695","http://www.adagio-city.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Novotel Paris Centre Bercy","be8124f0-c2b1-1804-78c5-501b9f426ee6","Lieu","Hébergement","Hôtellerie","Paris","75012","75056","Paris","Île-de-France","48.838654","2.380449","https://all.accor.com/hotel/0935/index.fr","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Villa Panthéon - Machefert Group","6f5f7f69-cd15-ff71-7af2-501ba0a6f605","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.8488406","2.3470534","https://www.villa-pantheon.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Adagio Paris Opéra","625f4134-bcc2-8459-dc22-501ba04a22b3","Lieu","Hébergement","Hébergement collectif","Paris","75009","75056","Paris","Île-de-France","48.872726","2.3281872","http://www.adagio-city.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.175Z"
"Hôtel Alize Grenelle Tour Eiffel","525c5f42-f77b-b688-3163-501ba0d905ac","Lieu","Hébergement","Hôtellerie","Paris","75015","75056","Paris","Île-de-France","48.84678","2.2877715","http://www.alizeparis.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Majestic Hôtel-SPA Champs-Elysées","5b98db55-1cd8-9c87-2cbf-501ba0ae3447","Lieu","Hébergement","Hôtellerie","Paris","75116","75056","Paris","Île-de-France","48.870487","2.293823","https://www.majestic-hotel.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.172Z"
"Solar Hôtel","370c6ddd-4938-a771-fb05-501ba0caf32b","Lieu","Hébergement","Hôtellerie","Paris","75014","75056","Paris","Île-de-France","48.833855","2.3287935","http://www.solarhotel.fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.179Z"
"Hôtel d'Espagne - Emeraude Hotels","1ae85aa7-bf08-aba1-f8d7-501b9f574a0c","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.87202","2.344723","https://hotel-espagne-paris.fr/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.174Z"
"Hôtel Les Dames du Panthéon","7c36038a-daf9-b799-57d9-501ba0da3264","Lieu","Hébergement","Hôtellerie","Paris","75005","75056","Paris","Île-de-France","48.84578","2.3448026","https://www.hotellesdamesdupantheon.com/fr/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
"Hôtel France Albion","b0a88e31-a1a3-5ee8-98a3-501ba0b8a73c","Lieu","Hébergement","Hôtellerie","Paris","75009","75056","Paris","Île-de-France","48.877506","2.3383255","http://www.france-albion.com/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.178Z"
"Citadines Tour Eiffel Paris","5d22da0d-0acd-8070-50f0-501ba09d5c87","Lieu","Hébergement","Hébergement collectif","Paris","75015","75056","Paris","Île-de-France","48.848778","2.2980318","https://www.discoverasr.com/fr/citadines/france/citadines-tour-eiffel-paris/","Paris je t'aime - Office de Tourisme","2026-03-20T00:00:00.000Z","2026-03-20T15:49:18.177Z"
